title,author,ratings,reviews
The Life of Saint Nicholas of Sion (Archbishop Iakovos Library of Ecclesiastical and Historical (Paperback)),Nancy Patterson Sevcenko,5.0,1
"Service, Akathist, Life and Miracles of St. Nicholas the Wonderworker",Holy Trinity Monastery,4.5,2
Journalism: A Critical History,Martin Conboy,3.4,10
The Language of the News,Martin Conboy,4.29,7
The Press and Popular Culture,Martin Conboy,4.0,1
Surfiction: Der Weg Der Literatur. Hamburger Poetik  Lektionen,Raymond Federman,3.67,3
Abstract Algebra,David S. Dummit,4.18,529
The Souls of the Dead are Taking all the Best Seats: 50 World Poets on War,Angus Calder,4.33,3
Advanced Organic Chemistry: Part B: Reactions and Synthesis,Francis A. Carey,4.23,69
Organic Chemistry: A Brief Course,Robert C. Atkins,3.12,26
Erotic Ambiguities: The Female Nude in Art,Helen McDonald,3.81,16
Understanding Homosexuality,Helen B. McDonald,3.5,4
Green Backlash: Global Subversion of the Environment Movement,Andrew Rowell,4.33,6
Listen for the Singing,Jean Little,4.13,191
Listen to the Geckos Singing from a Balcony,Tolulope Gbenga Ogunlesi,4.0,1
Come and Listen to the Stars Singing,June Opie,5.0,1
Listen and Sing: Lessons in Ear-Training and Sight-Singing,David A. Damschroder,3.5,2
"Beauty in History: Society, Politics & Personal Appearance: 1500 to the Present",Arthur Marwick,0.0,0
The Artifice of Beauty: A History and Practical Guide to Perfume and Cosmetics,Sally Pointer,4.28,29
"History's Beauties: Women And the National Portrait Gallery, 1856-1900 (British Art and Visual Culture Since 1750, New Readings)",Lara Perry,5.0,2
Politics of Aristotle,Aristotle,3.95,30461
The Voyage Of The Dawn Treader,Glyn Robbins,4.0,14
Dangerous,Leo Sullivan,4.53,113
"To Set the Law in Motion: The Freedmen's Bureau and the Legal Rights of Blacks, 1865-1868",Donald G. Nieman,5.0,2
"Day of the Jubilee : The Civil War Experience of Black Southerners (African American Life in the Post-Emancipation South, Vol 1)",Donald G. Nieman,0.0,0
Red-Eyed Tree Frogs and Leaf Frogs,Richard Bartlett,3.4,5
The Red Tree Whispers...,Patrick P. Pitre,0.0,0
Critical Essays on H.G. Wells,John Huntington,0.0,0
Complete Nonsense,Edward Lear,4.01,801
Miedo,Graciela Beatriz Cabal,4.5,4
GURPS Cabal,Kenneth Hite,4.12,50
Floyd Collins,Adam Guettel,4.23,13
Trapped! The Story of Floyd Collins,Robert K. Murray,4.01,190
"You're Out and You're Ugly, Too!: Confessions Of An Umpire With An Attitude",Durwood Merrill,3.64,78
The Red Magician,Lisa Goldstein,3.65,590
Law of Attraction: The Science of Attracting More of What You Want and Less of What You Don't,Michael J. Losier,4.05,8892
"From Africa to America: African American History from the Colonial Period to the Early Republic, 1526-1790",William Dillon Piersen,3.5,2
"Patty's Industrial Hygiene and Toxicology, Theory and Rationale of Industrial Hygiene Practice: The Work Environment",Lester V. Cralley,0.0,0
Financing the American Dream: A Cultural History of Consumer Credit,Lendol Calder,4.11,35
"The Age of Abbot Desiderius: Montecassino, the Papacy, and the Normans in the Eleventh and Early Twelfth Centuries",Herbert Edward John Cowdrey,5.0,1
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.28,21885
Going to the Zoo,Tom Paxton,3.82,127
"Revolutionizing the Sciences: European Knowledge and Its Ambitions, 1500-1700",Peter Dear,3.47,140
Animal Strike at the Zoo. It's True!,Karma Wilson,3.96,568
Miso Cookery,Louise Hagler,3.0,6
Dear Zoo,Rod Campbell,4.28,21885
Meatless Burgers: Over 50 Quick & Easy Recipes for America's Favorite Food,Louise Hagler,3.67,15
Tofu Quick & Easy,Louise Hagler,3.3,20
Handel: Water Musick,Granville Bantock,0.0,0
Lyon Hunts and Humor,Tolbert James Lyon,4.0,2
Alexandria: City of Memory,Michael Haag,4.11,47
Hebrew and Modernity,Robert Alter,4.0,4
In Search of Genre: Hebrew Enlightenment and Modernity,Moshe Pelli,0.0,0
With Justice for All? the Nature of the American Legal System,Michael Ross Fowler,3.67,3
And Justice for All: An Oral History of the Japanese American Detention Camps,John Tateishi,3.81,32
Walk and Bike the Alexandria Heritage Trail: A Guide to Exploring a Virginia Town's Hidden Past,Pamela J. Cressey,4.33,3
Metallica - ...and Justice for All,Metallica,4.61,87
On the Unity of Christ,Cyril of Alexandria,4.26,341
Cyril of Alexandria,Norman Russell,4.38,16
Alexandria: City of the Western Mind,Theodore Vrettos,3.73,62
A Sure Ground on Which to Stand: The Relation of Authority and Interpretive Method in Luther's Approach to Scripture,Mark D. Thompson,4.0,4
Justification,Carl E. Braaten,3.8,15
101 Consejos de Reposteria,Barbara Maher,4.0,4
A Holocaust Controversy: The Treblinka Affair in Postwar France,Samuel Moyn,4.17,6
The House that Cleans Itself: Creative Solutions for a Clean and Orderly House in Less Time Than You Can Imagine,Mindy Starns Clark,3.73,667
The Dark Place,Aaron Elkins,3.85,1493
"Dead Men's Hearts (Gideon Oliver Mystery, #8)",Aaron Elkins,3.95,1030
"Good Blood (Gideon Oliver Mystery, #11)",Aaron Elkins,3.93,772
"Skeleton Dance (Gideon Oliver Mystery, #10)",Aaron Elkins,3.9,946
Fellowship of Fear (Gideon Oliver #1),Aaron Elkins,3.65,2276
Dyspraxia,Geoff Brookes,4.12,8
The Teaching Assistant's Guide to Dyspraxia,Geoff Brookes,0.0,0
How to Be a Successful Deputy Head,Geoff Brookes,3.5,2
Marriages and Families: Reflections of a Gendered Society,Constance L. Shehan,0.0,0
Personnel Management (Professional Master),Margaret Attwood,3.0,2
"Flowers A to Z: Buying, Growing, Cutting, Arranging - A Beautiful Reference Guide to Selecting and Caring for the Best from Florist and Garden",Cecelia Heffernan,4.16,32
"Chronicles of Jane, The, Book Seven",Alan Haehnel,4.0,1
Garden,Elsie Aidinoff,3.86,35
Bernelly & Harriet: The Country Mouse and the City Mouse,Elizabeth Dahlie,3.69,16
You Bet Your Planet,Martin Harry Greenberg,2.88,8
Single White Vampire Seeks Same,Martin Harry Greenberg,3.44,120
The Concept of God: An Exploration of Contemporary Difficulties with the Attributes of God,Ronald H. Nash,3.9,50
The Compassion of Animals: True Stories of Animal Courage and Kindness,Kristin von Kreisler,4.05,135
For Bea: The Story of the Beagle Who Changed My Life,Kristin von Kreisler,4.08,207
The Pink Magnolia Club,Geralyn Dawson,3.97,153
Priscilla and the Pink Planet,Nathaniel Hobbie,4.05,155
Family Matters in the British and American Novel,Andrea O'Reilly Herrera,0.0,0
"Serious Reflections During The Life And Surprising Adventures Of Robinson Crusoe, With His Vision Of The Angelic World",Daniel Defoe,3.4,20
"Rayland Hall; Or, the Remarkable Adventures of Orlando Somerville","Ina, Ferris",5.0,1
The Romantic National Tale and the Question of Ireland,Ina Ferris,3.5,2
The Giants' Child,Ross Angus,0.0,0
A Connoisseur's Guide to the Met: The Best of the Metropolitan Museum in Four 1-Hour Tours,Paul Magriel,3.0,3
Chronicles Of The American Dance,Paul Magriel,3.67,3
The Letters of Arturo Toscanini,Arturo Toscanini,3.5,2
Morder el Silencio,Arturo von Vacano,4.25,12
Indie Producers Handbook: Creative Producing from a to Z,Myrl A. Schreibman,3.96,45
Bridie and Finn,Harry Cauley,4.15,142
Games Children Play,Kim Brooking Payne,4.1,21
Spotlight on Young Children and Play,Derry Koralek,0.0,0
Children's Play Areas,Jim McRae,3.5,4
"Marvel Masterworks: Ant-Man/Giant-Man, Vol. 1",Stan Lee,3.1,77
"Religious Development in Childhood and Adolescence: New Directions for Child and Adolescent Development, Number 52",Fritz K. Oser,0.0,0
Trouble in the Classroom: Managing Behavior Problems in Young Children,W. George Scarlett,0.0,0
Encyclopedia of Religious and Spiritual Development,Elizabeth Meredith Dowling,3.5,2
Mystery in Children's Literature: From the Rational to the Supernatural,Adrienne E. Gavin,4.2,5
"The Ghost of Sir Herbert Dungeonstone (Dragon Slayers' Academy, #12)",Kate McMullan,4.05,288
Sex Disasters: And How to Survive Them,Charles Moser,3.79,14
Those Who Can . . . Teach!: Celebrating Teachers Who Make a Difference,Lorraine Glennon,3.71,7
"The Dragon Slayer with a Heavy Heart: A Powerful Story about Finding Happiness and Serenity...Even When You Really, Really Wish Some Things Were Different",Marcia Grad,4.09,174
Those Who Can . . . Coach!: Celebrating Coaches Who Make a Difference,Lorraine Glennon,4.0,1
Building The Tesla Turbine,Vincent R. Gingery,4.07,15
Prodigal Genius: The Life of Nikola Tesla,John J. O'Neill,3.97,394
Me & My Girls,Leondrei Prince,4.33,27
Dragon Slayers' Academy Treasure Chest,Kate McMullan,3.14,7
"Nikola Tesla: Lecture Before the New York Academy of Sciences April 6, 1897: The Streams of Lenard and Roentgen and Novel Apparatus for Their Production",Nikola Tesla,4.0,5
"Vezendi's Shadow (Slayers, #6)",Hajime Kanzaka,4.25,164
C# Network Programming,Richard Blum,4.33,21
"Network Performance Open Source Toolkit: Using Netperf, Tcptrace, NIST Net, and SSFNet",Richard Blum,4.33,6
Professional Assembly Language,Richard Blum,4.0,58
Open Source E-mail Security,Richard Blum,4.33,3
The Fat Man Can't Swim,Richard Blum,0.0,0
Claiming Breath,Diane Glancy,3.95,40
Elvis: A Celebration in Pictures,Charles Hirshberg,3.88,8
Yellow Jack: How Yellow Fever Ravaged America and Walter Reed Discovered Its Deadly Secrets,John Robinson Pierce,3.61,38
The Mermaids and Yellow Jack. A NorFolktale,Lisa Suhay,4.0,4
"Yellow Jack and the Worm: British Naval Administration in the West Indies, 1739-1748",Duncan Crewe,5.0,1
Tears of a Class Clown,Sara Faith Alterman,3.22,18
The Lost Valley and Other Stories,Algernon Blackwood,4.12,49
The Berlin Novels of Theodor Fontane,Henry Burnand Garland,0.0,0
Theodor Fontane Bibliographie: Werk Und Forschung,Wolfgang Rasch,0.0,0
Bill Sienkiewicz Precursor,Bill Sienkiewicz,3.71,7
Algernon Blackwood: A Bio-Bibliography,Mike Ashley,3.9,39
High School Girls: Volume 8,Towa Ohshima,3.93,15
Middle School: How to Deal,Sarah      Miller,3.89,27
"Home School for Girls: New Hartford and Verona, N.Y., 1876-1895",Annie HanChett Coddington,0.0,0
"Daughters of the State: A Social Portrait of the First Reform School for Girls in North America, 1856–1905",Barbara M. Brenzel,3.17,6
Exploits of the Chalet Girls,Elinor M. Brent-Dyer,3.89,266
Daniel Spoerri: Coincidence as Master,Spoerri Daniel,4.0,1
Caspar Friedrich,Wieland Schmied,4.4,5
The Sly Cormorant and the Fishes,Brian Patten,4.0,3
The Cormorant,Stephen Gregory,3.52,543
"Pelicans, Cormorants and Their Relatives: Pelecanidae, Sulidae, Phalacrocoracidae, Anhingidae, Fregatidae, Phaethontidae",J. Bryan Nelson,4.5,2
Paradigmatic Effects,Paul Kiparsky,0.0,0
Panini as a Variationist,Paul Kiparsky,4.0,1
Blue Motel,Peter Crowther,3.4,30
Motel Blues: Voyage dans l'Amérique profonde,Bill Bryson,3.83,49583
Anne of the Island,L.M. Montgomery,4.24,127498
Creative Techniques For Photographing Children,Vik Orenstein,3.12,16
I Shall Live: Surviving the Holocaust 1939-1945,Henry Orenstein,4.31,1196
"Turtles, Tortoises and Terrapins: Survivors in Armor",Ronald Orenstein,4.33,18
"Integrative Treatment for Borderline Personality Disorder: Effective, Symptom-Focused Techniques, Simplified for Private Practice",John D. Preston,4.37,19
Considering the Great Commission: Evangelism and Mission in the Wesleyan Spirit,W. Stephen Gunter,4.0,11
Reclaiming the Great Commission: A Practical Model for Transforming Denominations and Congregations,Claude E. Payne,3.33,24
A Challenge to Great Commission Obedience: Motivational Messages for Contemporary Missionaries,Jerry Rankin,4.0,3
The Greatness of the Great Commission: The Christian Enterprise in a Fallen World,Kenneth L. Gentry Jr.,4.37,49
The Great Commission: Evangelicals and the History of World Missions,Martin Klauber,3.59,32
Abraham Divided: An Lds Perspective on the Middle East,Daniel C. Peterson,3.96,57
"The Last Days: Teachings of the Modern Prophets, Volume 2",Daniel C. Peterson,4.0,6
Offenders for a Word: How Anti-Mormons Play Word Games to Attack the Latter-Day Saints,Daniel C. Peterson,3.79,39
The Ghost Pirates,William Hope Hodgson,3.56,910
All Gothic 2: The Ghost Pirates & Carnacki the Ghost Finder,William Hope Hodgson,3.4,5
From The Tideless Sea,William Hope Hodgson,2.86,7
Napoleon,David G. Chandler,3.74,39
James Thurber,Robert E. Morsberger,4.0,1
Zapata,John Steinbeck,3.62,342
Good Guys Wear White Hats: The Life of George Nigh,Bob Burke,3.11,9
Magnetic Therapy: Healing in Your Hands,George Burke,4.17,6
The House on the Borderland,Simon Revelstroke,3.56,271
A Vindication Of Natural Diet: Being One In A Series Of Notes To Queen Mab: (A Philosophical Poem),Percy Bysshe Shelley,3.98,44
Beginners Guide to Shiatsu: Create Balance and Strength Following the Way of Nature,Patrick McCarty,2.0,2
The Letters of Mary Wollstonecraft Shelley: A Part of the Elect,Mary Wollstonecraft Shelley,4.0,12
The Fortunes Of Perkin Warbeck: A Romance,Mary Wollstonecraft Shelley,3.39,28
"A Christmas Beginning (Christmas Stories, #5)",Anne Perry,3.55,1598
1700: Scenes from London Life,Maureen Waller,3.86,300
London 1945: Life in the Debris of War,Maureen Waller,3.96,228
My Baby's Father,Maureen R. Waller,0.0,0
Form and Society in Modern Literature,Thomas C. Foster,2.5,2
Wild Logging: A Guide to Environmentally and Economically Sustainable Forestry,Bryan C. Foster,3.0,4
Manhunter,Archie Goodwin,4.14,174
Classic Star Wars,Archie Goodwin,3.65,20
The Traditional Shops & Restaurants of London: A Guide to Century-Old Establishments and New Classics,Eugenia Bell,3.83,18
Classic Star Wars: A Long Time Ago... Volume 3: Resurrection of Evil,Archie Goodwin,3.7,81
Michelin Green Guide London,Gwen Cannon,4.04,26
Highlander in Disguise (Lockhart Family #2),Julia London,3.78,775
Pauline Frommer's London,Jason Cochran,3.9,21
Frommer's Memorable Walks in London,Richard Jones,4.0,11
Access London,Richard Saul Wurman,4.07,15
Rough Guide Directions: London,Rob Humphreys,3.8,5
The Unofficial Guide to London,Lesley Logan,3.86,14
The Book of Kehls,Christine Kehl O'Hagan,4.24,33
"Always Remember: If It Ain't Fun, It Ain't Worth Doing!",Wayne Kehl,0.0,0
Silver Departures: Quotations to Set the Mind Traveling,Richard Kehl,4.29,14
Fodor's Around London with Kids,Fodor's Travel Publications Inc.,4.21,28
"The Beautiful Stranger (Rogues of Regent Street, #3)",Julia London,3.73,776
"Take the Kids London, 4th",Joseph Fullman,3.0,4
Street Law Handbook,Neeraja Viswanathan,3.68,19
Real World Search & Seizure: A Street Handbook for Law Enforcement,Matthew Medina,4.67,3
Main Street Renewal: A Handbook for Citizens and Public Officials,Roger L. Kemp,4.0,2
The Wives of Bath,Wendy  Holden,3.43,1330
The Presidency of Harry S. Truman (American Presidency),Donald R. McCoy,3.5,12
When the Buck Stops With You: Harry S. Truman on Leadership,Alan Axelrod,3.77,13
"Seeing Is Deceiving (Trewley & Stone, #6)",Sarah J. Mason,4.14,7
Art Through the Ages,Helen Gardner,3.81,35693
Sean O'Casey: A Bibliography of Criticism,Ronald Ayling,0.0,0
Probability Moon (Probability Trilogy #1),Nancy Kress,3.61,1350
Kaplan Insider's Book of Law School Lists,Adele Scheele,0.0,0
Insider's Guide to Law School,Sally F. Goldfarb,0.0,0
One L: An Insider's View of Harvard Law School,Scott Turow,3.67,7037
Insider's Guide To Your First Year Of Law School: A Student-to-Student Handbook from a Law School Survivor,Justin Spizman,2.75,16
Casals and the Art of Interpretation,David Blum,4.47,81
The Dangers of Interpretation: Art and Artists in Henry James and Thomas Mann,Ilona Treitel,5.0,1
The Great Donkey Walk - From Spain to Greece by Pilgrim Ways,Susan Chitty,3.0,1
Handbook of Construction Toler,David Kent Ballast,4.0,7
"When Tolerance Is No Virtue: Political Correctness, Multiculturalism & the Future of Truth & Justice",S.D. Gaede,3.33,18
Teaching Tolerance,Sarah Bullard,3.26,19
Tolerance Design: A Handbook for Developing Optimal Specifications,Clyde M. Creveling,0.0,0
Mechanical Tolerance Stackup and Analysis,Bryan R. Fischer,3.81,16
Tolerance and Intolerance in the European Reformation,Ole Peter Grell,4.0,3
X-Men: Zero Tolerance,Larry Hama,3.35,66
Political Tolerance and American Democracy,John L. Sullivan,4.0,2
"Celebrating Elie Wiesel: Stories, Essays, Reflections",Alan Rosen,3.5,2
"roi David: une biographie mystique; suivie de, ""David, poète parfait,"" dialogue avec Elie Wiesel",Laurent Cohen,0.0,0
Tag Against Time Tch Guide PB,Helen Hughes Vick,0.0,0
"Insight: A Study of Human Understanding, Volume 3",Bernard J.F. Lonergan,4.52,93
Lonergan's Quest: A Study of Desire in the Authoring of Insight,William A. Mathews,3.0,1
"What is Lonergan Up to in ""Insight""?: A Primer",Terry J. Tekippe,3.71,7
Bernard Lonergan's Insight: A Comprehensive Commentary,Terry J. Tekippe,4.0,2
Bernard Lonergan: An Introductory Guide to Insight,Terry J. Tekippe,3.6,10
Two Ways of Human Development According to B. Lonergan: Anticipation in Insight,Muhigirwa F. Rusembuka,0.0,0
Music Madness: Questioning Music and Music Videos,Neil Andersen,2.0,1
Walker of Time Teacher's Guide,Helen Hughes Vick,4.0,3
Voices from the Titanic,Jim  Walker,3.6,47
Murder at Gettysburg,Jim  Walker,3.43,23
October Dawn: A Novel Based on the Cuban Missile Crisis,Jim  Walker,2.71,14
"Terms for Endearment: Business, NGOs and Sustainable Development",Jem Bendell,1.0,1
Yoga For Every Body: Simple routines reduce stress improve fitness make you feel good any stage life,Paul        Harvey,4.57,7
Health Series: Yoga for a Healthy Body,Imelda Maguire,3.5,4
Tag Against Time,Helen Hughes Vick,4.08,37
"Evangelicals and Politics in Asia, Africa and Latin America",Paul Freston,3.0,2
"Paul Robeson, Jr. Speaks to America: The Politics of Multiculturalism",Paul Robeson Jr.,4.0,1
Paul Morand: The Politics and Practice of Writing in Postwar France,Kimberly Philpot van Noort,0.0,0
"""Civilizing"" Rio: Reform and Resistance in a Brazilian City, 1889-1930",Teresa A. Meade,3.68,19
A Shorter Commentary on Romans by Karl Barth: With an Introductory Essay by Maico Michielin,Karl Barth,4.0,12
Ideas for Great Backyard Cottages,Sunset Magazines & Books,4.09,43
"Classic Cottages: Simple, Romantic Homes",Brian Coleman,4.33,12
"Died in the Wool (A Knitting Mystery, #1)",Mary Kruger,3.43,858
The Cottage,Danielle Steel,3.87,6147
Essential Captain America,Stan Lee,3.99,565
Weaving the Literacy Web: Creating Curriculum Based on Books Children Love,Hope Vestergaard,5.0,2
"The Chronicles of Narnia: The Silver Chair: BBC (The Chronicles of Narnia , Vol 6)",C.S. Lewis,3.96,228325
